FTR,B365H,B365D,B365A,Column1,Column2,Column3,p1,p2,h
A,8,5.5,1.33,0,0,1,-100,33,-100
H,1.18,7,15,1,0,0,18,-100,18
D,2.7,3.4,2.55,0,1,0,-100,-100,-100
H,1.33,5.5,9,1,0,0,33,-100,33
A,2.2,3.4,3.3,0,0,1,-100,230,-100
A,3,3.3,2.38,0,0,1,-100,138,-100
H,1.75,3.75,4.6,1,0,0,75,-100,75
D,2.75,3.4,2.45,0,1,0,-100,-100,-100
D,2.9,3.4,2.38,0,1,0,-100,-100,-100
H,1.33,5.5,9,1,0,0,33,-100,33
H,1.95,3.4,4,1,0,0,95,-100,95
A,2.7,3.3,2.63,0,0,1,-100,163,-100
H,1.2,7,13,1,0,0,20,-100,20
A,4,3.8,1.85,0,0,1,-100,85,-100
H,2.8,3.6,2.38,1,0,0,180,-100,180
H,1.67,4,5,1,0,0,67,-100,67
H,1.7,4,4.5,1,0,0,70,-100,70
H,3.75,3.5,2,1,0,0,275,-100,275
A,5.5,4,1.6,0,0,1,-100,60,-100
H,1.29,5.5,11,1,0,0,29,-100,29
A,3.8,3.75,1.91,0,0,1,-100,91,-100
D,1.2,7,13,0,1,0,-100,-100,-100
D,2.15,3.4,3.5,0,1,0,-100,-100,-100
A,2.3,3.3,3.2,0,0,1,-100,220,-100
H,1.3,6,8,1,0,0,30,-100,30
A,1.53,4.75,5.25,0,0,1,-100,425,-100
A,3.4,3.4,2.15,0,0,1,-100,115,-100
A,13,8,1.17,0,0,1,-100,17,-100
A,2.2,3.75,3,0,0,1,-100,200,-100
A,4.75,3.8,1.73,0,0,1,-100,73,-100
D,2.9,3.25,2.5,0,1,0,-100,-100,-100
D,1.73,3.8,4.75,0,1,0,-100,-100,-100
A,3.6,4,1.85,0,0,1,-100,85,-100
A,1.4,4.5,8.5,0,0,1,-100,750,-100
H,1.17,8,15,1,0,0,17,-100,17
H,2.5,3.8,2.55,1,0,0,150,-100,150
H,1.91,3.3,4.33,1,0,0,91,-100,91
H,1.65,4.5,4.5,1,0,0,65,-100,65
H,1.75,3.8,4.5,1,0,0,75,-100,75
A,6,5,1.45,0,0,1,-100,45,-100
H,1.91,3.6,4,1,0,0,91,-100,91
H,1.67,3.75,5.5,1,0,0,67,-100,67
A,2.15,4,2.88,0,0,1,-100,188,-100
H,1.29,5.5,11,1,0,0,29,-100,29
A,7,4.5,1.45,0,0,1,-100,45,-100
H,1.53,4.2,6,1,0,0,53,-100,53
D,4.33,3.75,1.8,0,1,0,-100,-100,-100
A,6,4.5,1.5,0,0,1,-100,50,-100
D,2.2,3.5,3.25,0,1,0,-100,-100,-100
D,1.91,3.4,4.2,0,1,0,-100,-100,-100
D,3.25,3.4,2.2,0,1,0,-100,-100,-100
H,1.14,8.5,15,1,0,0,14,-100,14
A,1.8,3.8,4.2,0,0,1,-100,320,-100
A,4.2,4.2,1.73,0,0,1,-100,73,-100
D,1.67,4.33,4.33,0,1,0,-100,-100,-100
H,1.36,5.25,7.5,1,0,0,36,-100,36
A,1.91,3.75,3.8,0,0,1,-100,280,-100
H,1.4,5,7,1,0,0,40,-100,40
A,7,4.75,1.44,0,0,1,-100,44,-100
H,2.55,3.75,2.55,1,0,0,155,-100,155
A,5.5,4.5,1.53,0,0,1,-100,53,-100
A,1.57,3.8,6.5,0,0,1,-100,550,-100
A,1.55,4.2,5.75,0,0,1,-100,475,-100
H,1.3,5.75,9,1,0,0,30,-100,30
H,1.45,4.5,7,1,0,0,45,-100,45
H,8,5.75,1.33,1,0,0,700,-100,700
H,2.9,4,2.15,1,0,0,190,-100,190
D,2.75,3.1,2.7,0,1,0,-100,-100,-100
A,3.6,3.5,2.05,0,0,1,-100,105,-100
A,2.9,3,2.63,0,0,1,-100,163,-100
A,6,4.75,1.45,0,0,1,-100,45,-100
A,4.5,3.8,1.73,0,0,1,-100,73,-100
H,1.91,3.6,3.8,1,0,0,91,-100,91
H,1.62,3.8,6,1,0,0,62,-100,62
H,1.67,4.2,4.75,1,0,0,67,-100,67
D,2.2,3.1,3.6,0,1,0,-100,-100,-100
D,3,3.8,2.2,0,1,0,-100,-100,-100
D,3.2,3.75,2.1,0,1,0,-100,-100,-100
D,3.5,3.4,2.1,0,1,0,-100,-100,-100
H,2.9,3.3,2.4,1,0,0,190,-100,190
H,1.33,5.75,7.5,1,0,0,33,-100,33
A,2.38,3.4,3,0,0,1,-100,200,-100
H,1.83,3.75,4.2,1,0,0,83,-100,83
H,1.4,5.25,6.5,1,0,0,40,-100,40
H,1.45,4.5,7,1,0,0,45,-100,45
D,1.67,3.75,5.5,0,1,0,-100,-100,-100
D,3.2,3.4,2.25,0,1,0,-100,-100,-100
A,6.5,5.25,1.4,0,0,1,-100,40,-100
H,1.85,3.6,4,1,0,0,85,-100,85
H,1.5,4.5,6,1,0,0,50,-100,50
A,4.5,3.75,1.75,0,0,1,-100,75,-100
A,1.65,4,5.25,0,0,1,-100,425,-100
H,1.13,8.5,19,1,0,0,13,-100,13
H,2.15,3.5,3.3,1,0,0,115,-100,115
D,4.2,4,1.75,0,1,0,-100,-100,-100
A,2.15,3.5,3.3,0,0,1,-100,230,-100
H,1.25,6.5,9.5,1,0,0,25,-100,25
D,1.55,4.2,5.5,0,1,0,-100,-100,-100
H,1.29,5.75,11,1,0,0,29,-100,29
A,5,3.8,1.67,0,0,1,-100,67,-100
A,3.2,3.6,2.2,0,0,1,-100,120,-100
H,2.05,3.6,3.5,1,0,0,105,-100,105
A,2.75,3.25,2.6,0,0,1,-100,160,-100
D,3.1,3.6,2.2,0,1,0,-100,-100,-100
H,1.1,11,19,1,0,0,10,-100,10
H,3.8,3.5,2,1,0,0,280,-100,280
H,2.8,3.2,2.6,1,0,0,180,-100,180
H,4.2,3.75,1.85,1,0,0,320,-100,320
D,12,6.5,1.22,0,1,0,-100,-100,-100
A,2,3.75,3.5,0,0,1,-100,250,-100
H,3.1,3.75,2.2,1,0,0,210,-100,210
H,1.18,7,17,1,0,0,18,-100,18
A,2.45,3.2,3,0,0,1,-100,200,-100
H,1.33,5.25,9.5,1,0,0,33,-100,33
H,4.75,4,1.73,1,0,0,375,-100,375
H,1.57,4.2,5.5,1,0,0,57,-100,57
D,1.25,5.75,13,0,1,0,-100,-100,-100
H,1.4,5,6.5,1,0,0,40,-100,40
H,1.85,3.6,4,1,0,0,85,-100,85
D,5,3.7,1.73,0,1,0,-100,-100,-100
D,1.73,4.2,4.2,0,1,0,-100,-100,-100
A,3.4,3.5,2.05,0,0,1,-100,105,-100
H,3.6,3.3,2.1,1,0,0,260,-100,260
H,2.55,3.5,2.63,1,0,0,155,-100,155
A,3.2,3.6,2.15,0,0,1,-100,115,-100
A,3.2,3.5,2.2,0,0,1,-100,120,-100
A,4.5,3.75,1.75,0,0,1,-100,75,-100
A,2.3,3.8,2.8,0,0,1,-100,180,-100
A,2.7,3.4,2.55,0,0,1,-100,155,-100
H,2.38,3.3,3,1,0,0,138,-100,138
H,1.25,5.5,12,1,0,0,25,-100,25
H,1.45,4.5,6.5,1,0,0,45,-100,45
H,1.8,3.6,4.5,1,0,0,80,-100,80
A,2.75,3.25,2.6,0,0,1,-100,160,-100
H,1.91,3.75,3.8,1,0,0,91,-100,91
D,3.4,4,1.95,0,1,0,-100,-100,-100
H,1.73,4.2,4.2,1,0,0,73,-100,73
H,1.25,6.5,9,1,0,0,25,-100,25
D,2,3.5,3.8,0,1,0,-100,-100,-100
D,1.29,6,9,0,1,0,-100,-100,-100
H,1.85,3.6,4.2,1,0,0,85,-100,85
A,17,7,1.18,0,0,1,-100,18,-100
H,1.91,3.8,3.75,1,0,0,91,-100,91
A,2.25,3.5,3.1,0,0,1,-100,210,-100
H,2,3.4,3.75,1,0,0,100,-100,100
A,12,7.5,1.2,0,0,1,-100,20,-100
H,4.75,4.2,1.7,1,0,0,375,-100,375
H,2.88,3.4,2.45,1,0,0,188,-100,188
H,3.25,3.25,2.25,1,0,0,225,-100,225
A,1.75,4.2,4.2,0,0,1,-100,320,-100
A,6,4.5,1.5,0,0,1,-100,50,-100
D,1.5,4.75,6,0,1,0,-100,-100,-100
A,1.55,4.33,5.75,0,0,1,-100,475,-100
H,4.2,3.8,1.75,1,0,0,320,-100,320
D,1.85,3.6,4.33,0,1,0,-100,-100,-100
H,3.3,3.6,2.1,1,0,0,230,-100,230
H,3.1,3.5,2.25,1,0,0,210,-100,210
H,2.38,3.5,2.9,1,0,0,138,-100,138
A,17,8,1.14,0,0,1,-100,14,-100
H,2.15,3.8,3.1,1,0,0,115,-100,115
A,4.2,4.2,1.73,0,0,1,-100,73,-100
H,1.22,6.5,13,1,0,0,22,-100,22
D,1.18,8,13,0,1,0,-100,-100,-100
H,1.8,3.8,4,1,0,0,80,-100,80
A,3.6,3.4,2.1,0,0,1,-100,110,-100
H,1.44,5,6,1,0,0,44,-100,44
A,3.2,3.75,2.1,0,0,1,-100,110,-100
H,2.15,3.5,3.3,1,0,0,115,-100,115
D,1.3,6,8,0,1,0,-100,-100,-100
D,3.3,3.3,2.15,0,1,0,-100,-100,-100
D,1.22,6.5,12,0,1,0,-100,-100,-100
H,2.6,3.6,2.6,1,0,0,160,-100,160
A,1.67,3.75,5.25,0,0,1,-100,425,-100
H,4.75,4.2,1.65,1,0,0,375,-100,375
A,2.75,3.4,2.55,0,0,1,-100,155,-100
H,1.75,4.2,4,1,0,0,75,-100,75
D,2.38,3.6,2.8,0,1,0,-100,-100,-100
H,3.75,3.75,1.91,1,0,0,275,-100,275
A,1.5,4.33,5.75,0,0,1,-100,475,-100
H,2.15,3.6,3.2,1,0,0,115,-100,115
A,2.3,3.3,3.1,0,0,1,-100,210,-100
A,6.5,5.25,1.4,0,0,1,-100,40,-100
H,2.6,3.5,2.6,1,0,0,160,-100,160
A,1.95,3.5,4.2,0,0,1,-100,320,-100
H,1.67,4,5,1,0,0,67,-100,67
A,5.75,4,1.57,0,0,1,-100,57,-100
H,2.5,3.6,2.6,1,0,0,150,-100,150
A,1.33,5.5,7.5,0,0,1,-100,650,-100
A,6.5,4.2,1.5,0,0,1,-100,50,-100
H,1.36,5.25,7.5,1,0,0,36,-100,36
H,2.2,3.3,3.4,1,0,0,120,-100,120
H,1.08,11,29,1,0,0,8,-100,8
H,2.63,3.3,2.7,1,0,0,163,-100,163
H,3.2,3.6,2.15,1,0,0,220,-100,220
H,5.25,4.5,1.55,1,0,0,425,-100,425
H,1.75,4.2,4,1,0,0,75,-100,75
H,1.45,4.5,7,1,0,0,45,-100,45
D,2.45,3.75,2.75,0,1,0,-100,-100,-100
D,2,3.6,3.6,0,1,0,-100,-100,-100
H,1.6,4.2,5.25,1,0,0,60,-100,60
A,5.5,4.33,1.55,0,0,1,-100,55,-100
D,2.8,3.5,2.45,0,1,0,-100,-100,-100
D,2.2,3.75,3,0,1,0,-100,-100,-100
H,1.3,5.75,9,1,0,0,30,-100,30
H,1.91,3.6,4,1,0,0,91,-100,91
D,3.4,3.3,2.2,0,1,0,-100,-100,-100
A,4.2,4.5,1.7,0,0,1,-100,70,-100
D,1.65,4.33,5,0,1,0,-100,-100,-100
A,7.5,5,1.4,0,0,1,-100,40,-100
D,2.45,3.2,3,0,1,0,-100,-100,-100
H,4.2,4.2,1.75,1,0,0,320,-100,320
H,1.62,3.6,6.5,1,0,0,62,-100,62
A,1.85,4,3.8,0,0,1,-100,280,-100
H,1.08,12,21,1,0,0,8,-100,8
H,1.67,4.2,4.75,1,0,0,67,-100,67
H,1.57,4.33,5.25,1,0,0,57,-100,57
D,2.4,3.75,2.75,0,1,0,-100,-100,-100
A,2.63,3.6,2.55,0,0,1,-100,155,-100
D,3,3.6,2.25,0,1,0,-100,-100,-100
H,1.7,4,4.75,1,0,0,70,-100,70
D,2.9,3.4,2.38,0,1,0,-100,-100,-100
D,1.44,4.75,6.5,0,1,0,-100,-100,-100
A,5.25,4.2,1.62,0,0,1,-100,62,-100
D,1.7,4.2,4.5,0,1,0,-100,-100,-100
A,1.62,4,5.5,0,0,1,-100,450,-100
H,1.62,4.2,5,1,0,0,62,-100,62
H,2.2,3.6,3.1,1,0,0,120,-100,120
A,7,4.75,1.4,0,0,1,-100,40,-100
H,1.18,8,13,1,0,0,18,-100,18
H,2.38,3.5,2.8,1,0,0,138,-100,138
H,1.17,8,17,1,0,0,17,-100,17
A,1.75,3.75,4.75,0,0,1,-100,375,-100
H,1.8,4.2,3.8,1,0,0,80,-100,80
A,2.1,3.6,3.4,0,0,1,-100,240,-100
A,3.3,3.75,2.05,0,0,1,-100,105,-100
A,6,4.33,1.53,0,0,1,-100,53,-100
A,2.15,3.75,3.1,0,0,1,-100,210,-100
A,4.2,3.8,1.85,0,0,1,-100,85,-100
A,5.5,4.33,1.57,0,0,1,-100,57,-100
A,10,5.75,1.29,0,0,1,-100,29,-100
A,2.9,3.75,2.2,0,0,1,-100,120,-100
D,1.83,4.2,3.75,0,1,0,-100,-100,-100
H,2.38,3.5,2.9,1,0,0,138,-100,138
A,1.53,4.75,5.25,0,0,1,-100,425,-100
D,1.33,5.5,8,0,1,0,-100,-100,-100
A,5,4.2,1.62,0,0,1,-100,62,-100
A,4,4,1.8,0,0,1,-100,80,-100
D,1.7,3.6,5.25,0,1,0,-100,-100,-100
H,1.18,8,13,1,0,0,18,-100,18
H,1.2,7,13,1,0,0,20,-100,20
H,1.53,4.5,5.75,1,0,0,53,-100,53
D,1.83,3.8,4.2,0,1,0,-100,-100,-100
H,1.95,3.5,4,1,0,0,95,-100,95
A,1.57,4.33,5.5,0,0,1,-100,450,-100
A,7,5.25,1.4,0,0,1,-100,40,-100
H,1.36,5.25,8,1,0,0,36,-100,36
H,1.44,4.75,7,1,0,0,44,-100,44
H,2.5,3.5,2.75,1,0,0,150,-100,150
D,3.1,3.75,2.15,0,1,0,-100,-100,-100
A,2.05,3.6,3.5,0,0,1,-100,250,-100
H,2.55,3.6,2.63,1,0,0,155,-100,155
H,1.91,4,3.6,1,0,0,91,-100,91
A,6,4.33,1.53,0,0,1,-100,53,-100
H,1.5,4.33,6.5,1,0,0,50,-100,50
A,4.33,4.2,1.73,0,0,1,-100,73,-100
A,3.75,3.6,1.95,0,0,1,-100,95,-100
H,1.25,5.75,11,1,0,0,25,-100,25
A,17,7,1.18,0,0,1,-100,18,-100
H,1.83,3.6,4,1,0,0,83,-100,83
D,1.33,5.25,8,0,1,0,-100,-100,-100
D,1.75,3.8,4.2,0,1,0,-100,-100,-100
H,2.5,3.4,2.75,1,0,0,150,-100,150
H,1.22,7,11,1,0,0,22,-100,22
A,2.38,4,2.6,0,0,1,-100,160,-100
H,1.8,4,4,1,0,0,80,-100,80
D,1.67,4,4.75,0,1,0,-100,-100,-100
D,3,3.75,2.2,0,1,0,-100,-100,-100
H,1.91,4,3.6,1,0,0,91,-100,91
H,1.5,4.75,5.75,1,0,0,50,-100,50
H,3.25,3.6,2.15,1,0,0,225,-100,225
D,2.8,3.5,2.45,0,1,0,-100,-100,-100
H,3.5,3.8,1.95,1,0,0,250,-100,250
D,2.63,3.75,2.45,0,1,0,-100,-100,-100
H,1.83,4.2,3.8,1,0,0,83,-100,83
H,2.2,3.6,3.2,1,0,0,120,-100,120
D,1.29,6,9.5,0,1,0,-100,-100,-100
D,2.2,3.3,3.4,0,1,0,-100,-100,-100
D,4.5,4,1.73,0,1,0,-100,-100,-100
H,1.2,8,11,1,0,0,20,-100,20
H,1.6,4.33,5,1,0,0,60,-100,60
D,3,3.8,2.2,0,1,0,-100,-100,-100
H,1.36,5.5,7.5,1,0,0,36,-100,36
D,1.91,3.8,3.8,0,1,0,-100,-100,-100
D,2,3.75,3.5,0,1,0,-100,-100,-100
H,2.7,3.4,2.63,1,0,0,170,-100,170
H,1.95,3.8,3.6,1,0,0,95,-100,95
D,2.45,3.6,2.75,0,1,0,-100,-100,-100
D,3.3,4.2,1.95,0,1,0,-100,-100,-100
H,1.1,10,19,1,0,0,10,-100,10
D,2.38,3.8,2.75,0,1,0,-100,-100,-100
H,1.3,6,8,1,0,0,30,-100,30
H,1.09,12,21,1,0,0,9,-100,9
H,2,4,3.4,1,0,0,100,-100,100
A,9.5,5.25,1.33,0,0,1,-100,33,-100
D,1.7,4,4.75,0,1,0,-100,-100,-100
H,1.65,4,5.25,1,0,0,65,-100,65
A,2.38,3.8,2.8,0,0,1,-100,180,-100
H,3.75,3.8,1.91,1,0,0,275,-100,275
A,2.5,3.6,2.7,0,0,1,-100,170,-100
A,5,4.33,1.62,0,0,1,-100,62,-100
D,4.75,4.5,1.6,0,1,0,-100,-100,-100
D,7,5.25,1.4,0,1,0,-100,-100,-100
H,1.4,5.5,6.5,1,0,0,40,-100,40
H,2.7,4,2.3,1,0,0,170,-100,170
H,1.44,5,6.5,1,0,0,44,-100,44
D,3.5,3.75,2,0,1,0,-100,-100,-100
H,1.1,11,19,1,0,0,10,-100,10
D,2.1,3.4,3.5,0,1,0,-100,-100,-100
D,2.4,3.9,2.6,0,1,0,-100,-100,-100
A,1.22,7,12,0,0,1,-100,1100,-100
A,2.38,3.6,2.8,0,0,1,-100,180,-100
A,1.29,5.75,10,0,0,1,-100,900,-100
H,1.7,4.2,4.5,1,0,0,70,-100,70
A,3.1,3.75,2.15,0,0,1,-100,115,-100
A,2.75,3.6,2.45,0,0,1,-100,145,-100
A,8.5,4.5,1.4,0,0,1,-100,40,-100
H,2.05,3.5,3.6,1,0,0,105,-100,105
H,1.85,4,3.6,1,0,0,85,-100,85
H,2.1,3.6,3.4,1,0,0,110,-100,110
A,5.25,4.5,1.57,0,0,1,-100,57,-100
H,1.44,5,6,1,0,0,44,-100,44
A,2.7,3.6,2.5,0,0,1,-100,150,-100
H,2.75,3.6,2.4,1,0,0,175,-100,175
H,7,5,1.4,1,0,0,600,-100,600
H,1.3,6.5,7.5,1,0,0,30,-100,30
A,6.5,5,1.4,0,0,1,-100,40,-100
D,5.5,5,1.5,0,1,0,-100,-100,-100
D,2.1,3.5,3.5,0,1,0,-100,-100,-100
D,1.5,4.75,5.5,0,1,0,-100,-100,-100
H,1.22,7,11,1,0,0,22,-100,22
H,1.95,3.8,3.6,1,0,0,95,-100,95
H,2.3,3.5,3,1,0,0,130,-100,130
D,2.15,3.8,3,0,1,0,-100,-100,-100
H,2.25,3.8,2.9,1,0,0,125,-100,125
A,4.2,4.2,1.75,0,0,1,-100,75,-100
A,8,6,1.3,0,0,1,-100,30,-100
H,2.15,3.8,3,1,0,0,115,-100,115
D,2.6,3.6,2.55,0,1,0,-100,-100,-100
H,1.22,7.5,11,1,0,0,22,-100,22
D,2.1,3.8,3.2,0,1,0,-100,-100,-100
A,3.4,4,1.95,0,0,1,-100,95,-100
A,4.75,4.2,1.65,0,0,1,-100,65,-100
H,1.08,12,21,1,0,0,8,-100,8
H,2.75,3.75,2.45,1,0,0,175,-100,175
H,1.65,4.5,4.5,1,0,0,65,-100,65
H,1.5,5.75,5,1,0,0,50,-100,50
H,2.38,3.75,2.8,1,0,0,138,-100,138
A,13,7,1.2,0,0,1,-100,20,-100
A,1.95,4,3.5,0,0,1,-100,250,-100
H,1.4,4.8,7.5,1,0,0,40,-100,40
D,1.57,4.75,4.75,0,1,0,-100,-100,-100
H,1.36,5.75,7,1,0,0,36,-100,36
H,1.8,4.2,3.8,1,0,0,80,-100,80
A,2.88,3.5,2.38,0,0,1,-100,138,-100
A,3.4,3.8,2,0,0,1,-100,100,-100
A,7,5.5,1.36,0,0,1,-100,36,-100
D,4.2,4.33,1.7,0,1,0,-100,-100,-100
A,6.5,6,1.36,0,0,1,-100,36,-100
A,3.3,4,1.95,0,0,1,-100,95,-100
H,2.75,4,2.3,1,0,0,175,-100,175
H,1.18,8,12,1,0,0,18,-100,18
A,2.9,3.9,2.2,0,0,1,-100,120,-100
A,2.15,4,2.9,0,0,1,-100,190,-100
A,3,3.5,2.3,0,0,1,-100,130,-100
H,1.45,5,6,1,0,0,45,-100,45
H,1.85,4.33,3.6,1,0,0,85,-100,85
H,1.17,8,15,1,0,0,17,-100,17
A,2.9,3.9,2.2,0,0,1,-100,120,-100
H,1.08,12,21,1,0,0,8,-100,8
A,7,6,1.33,0,0,1,-100,33,-100
A,4.2,3.6,1.85,0,0,1,-100,85,-100
D,11,6,1.25,0,1,0,-100,-100,-100
H,3.75,3.5,2,1,0,0,275,-100,275
H,2.25,3.4,3.2,1,0,0,125,-100,125
H,1.66,3.8,5.25,1,0,0,66,-100,66
H,1.33,5.5,8.5,1,0,0,33,-100,33
A,5.5,4,1.61,0,0,1,-100,61,-100
D,2,3.75,3.5,0,1,0,-100,-100,-100
A,1.6,4.2,5.25,0,0,1,-100,425,-100
A,8,5,1.36,0,0,1,-100,36,-100
H,1.8,3.5,4.75,1,0,0,80,-100,80
H,1.53,4.33,5.75,1,0,0,53,-100,53
D,2.45,3.2,3,0,1,0,-100,-100,-100
H,1.06,13,29,1,0,0,6,-100,6
D,2.25,3.5,3.1,0,1,0,-100,-100,-100
D,2.3,3.3,3.2,0,1,0,-100,-100,-100
H,3.75,3.5,2,1,0,0,275,-100,275
H,4.2,3.6,1.85,1,0,0,320,-100,320
D,2.25,3.4,3.2,0,1,0,-100,-100,-100
D,1.18,6.75,16,0,1,0,-100,-100,-100
H,1.4,4.75,7.5,1,0,0,40,-100,40
H,2.5,3.25,2.9,1,0,0,150,-100,150
D,1.9,3.6,4,0,1,0,-100,-100,-100
H,2.45,3.4,2.9,1,0,0,145,-100,145
A,1.83,4,4,0,0,1,-100,300,-100
A,8,4.75,1.4,0,0,1,-100,40,-100
H,5.75,4.5,1.53,1,0,0,475,-100,475
A,2.3,3.4,3.1,0,0,1,-100,210,-100
D,7.5,5,1.36,0,1,0,-100,-100,-100
H,5.25,4.33,1.6,1,0,0,425,-100,425
A,4.2,4,1.8,0,0,1,-100,80,-100
D,2,3.5,3.75,0,1,0,-100,-100,-100
H,1.9,3.8,3.8,1,0,0,90,-100,90
H,1.4,5,7,1,0,0,40,-100,40
H,1.1,10,26,1,0,0,10,-100,10
H,1.18,7.5,13,1,0,0,18,-100,18
H,1.3,5.75,9,1,0,0,30,-100,30
A,2.3,3.4,3.1,0,0,1,-100,210,-100
D,2.7,3.3,2.7,0,1,0,-100,-100,-100
A,7,4.6,1.44,0,0,1,-100,44,-100
D,2.05,3.4,3.6,0,1,0,-100,-100,-100
H,3.1,3.3,2.3,1,0,0,210,-100,210
H,5.25,4,1.61,1,0,0,425,-100,425
D,2.15,3.5,3.3,0,1,0,-100,-100,-100
H,1.45,4.5,6,1,0,0,45,-100,45
D,3.5,3.3,2.15,0,1,0,-100,-100,-100
H,1.06,13,29,1,0,0,6,-100,6
D,3.6,3.8,1.95,0,1,0,-100,-100,-100
H,1.33,5.25,9,1,0,0,33,-100,33
A,3.4,3.75,2.05,0,0,1,-100,105,-100
D,7,4.75,1.4,0,1,0,-100,-100,-100
H,2.1,3.5,3.4,1,0,0,110,-100,110
H,1.55,4.5,5.5,1,0,0,55,-100,55
D,2,3.5,3.75,0,1,0,-100,-100,-100
A,1.95,3.5,3.8,0,0,1,-100,280,-100
H,1.5,4.5,6.5,1,0,0,50,-100,50
H,2.2,3.4,3.25,1,0,0,120,-100,120
D,8,5.5,1.33,0,1,0,-100,-100,-100
H,1.83,3.5,4.5,1,0,0,83,-100,83
H,2.5,3.5,2.7,1,0,0,150,-100,150
H,2.1,3.5,3.5,1,0,0,110,-100,110
A,2.75,3.3,2.62,0,0,1,-100,162,-100
A,9.5,5,1.33,0,0,1,-100,33,-100
D,1.44,4.4,7.5,0,1,0,-100,-100,-100
H,1.45,4.5,7,1,0,0,45,-100,45
A,4.2,3.8,1.8,0,0,1,-100,80,-100
H,2.9,3.25,2.5,1,0,0,190,-100,190
H,2.05,3.75,3.3,1,0,0,105,-100,105
D,3.3,3.4,2.2,0,1,0,-100,-100,-100
A,4.2,3.6,1.85,0,0,1,-100,85,-100
A,3,3.4,2.37,0,0,1,-100,137,-100
D,1.33,5.25,8.5,0,1,0,-100,-100,-100
A,2.15,3.4,3.4,0,0,1,-100,240,-100
H,1.95,3.5,4.2,1,0,0,95,-100,95
H,1.33,5.75,7.5,1,0,0,33,-100,33
D,2.35,3.4,3,0,1,0,-100,-100,-100
H,1.75,4,4.33,1,0,0,75,-100,75
H,3.6,3.4,2.05,1,0,0,260,-100,260
H,1.4,4.5,8,1,0,0,40,-100,40
H,1.11,10,17,1,0,0,11,-100,11
H,1.83,3.8,4.2,1,0,0,83,-100,83
A,2.8,3.4,2.5,0,0,1,-100,150,-100
H,2.05,3.5,3.6,1,0,0,105,-100,105
H,1.72,3.8,4.75,1,0,0,72,-100,72
H,2.5,3.6,2.62,1,0,0,150,-100,150
A,3.6,3.5,2.05,0,0,1,-100,105,-100
D,3.3,3.4,2.2,0,1,0,-100,-100,-100
H,3.1,3.4,2.3,1,0,0,210,-100,210
D,2.3,3.4,3.1,0,1,0,-100,-100,-100
D,1.85,3.75,4,0,1,0,-100,-100,-100
H,1.7,3.75,5,1,0,0,70,-100,70
H,1.5,4.5,6.5,1,0,0,50,-100,50
A,4.33,3.75,1.8,0,0,1,-100,80,-100
A,6,4.2,1.55,0,0,1,-100,55,-100
D,1.95,3.8,3.5,0,1,0,-100,-100,-100
D,2.9,3.4,2.4,0,1,0,-100,-100,-100
H,3.6,4,1.9,1,0,0,260,-100,260
D,1.4,4.75,7,0,1,0,-100,-100,-100
H,2.25,3.1,3.4,1,0,0,125,-100,125
A,2.62,3.3,2.62,0,0,1,-100,162,-100
D,4.75,3.8,1.72,0,1,0,-100,-100,-100
H,1.4,5,7,1,0,0,40,-100,40
H,1.6,3.8,5.75,1,0,0,60,-100,60
H,2.45,3.5,2.75,1,0,0,145,-100,145
H,2.9,3.3,2.5,1,0,0,190,-100,190
H,2.25,3.6,3,1,0,0,125,-100,125
H,11,6,1.25,1,0,0,1000,-100,1000
H,2.6,3.2,2.87,1,0,0,160,-100,160
H,1.2,7,13,1,0,0,20,-100,20
D,2.05,3.5,3.5,0,1,0,-100,-100,-100
H,2.1,3.5,3.5,1,0,0,110,-100,110
A,2.05,3.5,3.6,0,0,1,-100,260,-100
D,6,4,1.57,0,1,0,-100,-100,-100
A,2.25,3.25,3.25,0,0,1,-100,225,-100
A,2.05,3.5,3.5,0,0,1,-100,250,-100
H,1.55,4,6,1,0,0,55,-100,55
A,10,6.5,1.25,0,0,1,-100,25,-100
A,5,3.8,1.7,0,0,1,-100,70,-100
D,2.2,3.4,3.3,0,1,0,-100,-100,-100
H,3,3.3,2.4,1,0,0,200,-100,200
H,1.9,3.6,4,1,0,0,90,-100,90
H,1.8,3.75,4.5,1,0,0,80,-100,80
D,2.37,3.4,3,0,1,0,-100,-100,-100
A,1.3,6,9,0,0,1,-100,800,-100
H,1.2,7,12,1,0,0,20,-100,20
H,1.66,4,4.8,1,0,0,66,-100,66
H,1.72,3.8,4.75,1,0,0,72,-100,72
H,1.11,9.5,19,1,0,0,11,-100,11
D,2.75,3.3,2.6,0,1,0,-100,-100,-100
A,3.3,3.3,2.25,0,0,1,-100,125,-100
A,2.4,3.3,3,0,0,1,-100,200,-100
A,2.55,3.4,2.7,0,0,1,-100,170,-100
H,3.3,3.8,2.1,1,0,0,230,-100,230
A,4,3.6,1.9,0,0,1,-100,90,-100
A,1.9,3.4,4.2,0,0,1,-100,320,-100
A,3.3,3.6,2.1,0,0,1,-100,110,-100
A,1.14,8,17,0,0,1,-100,1600,-100
H,2.8,3.25,2.6,1,0,0,180,-100,180
H,1.25,6.5,11,1,0,0,25,-100,25
H,3.1,3.1,2.45,1,0,0,210,-100,210
H,1.65,4.2,4.75,1,0,0,65,-100,65
A,2.05,3.4,3.75,0,0,1,-100,275,-100
H,2.35,3.4,3,1,0,0,135,-100,135
A,6,4.2,1.55,0,0,1,-100,55,-100
